gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
-0.087352,-0.051133,0.014914,48.975269,-5.423917,-2.932760,0.336385,10.067618,-0.102951
-0.104396,-0.046872,-0.001065,48.989372,-5.557866,-2.861018,0.208296,10.195708,-0.198719
-0.085221,-0.026632,-0.020240,49.095001,-5.810848,-2.800959,0.208296,10.327389,-0.312443
-0.014914,-0.014914,-0.006392,49.297665,-6.040906,-2.906833,0.233435,10.386047,-0.239420
0.031958,0.000000,0.011718,49.536243,-6.273859,-3.130383,0.356736,10.111911,-0.156820
0.018109,-0.006392,-0.006392,49.715054,-6.462079,-3.261954,0.333991,9.920375,-0.165200
-0.004261,-0.008522,-0.011718,49.711147,-6.413519,-3.189935,0.404620,10.017340,-0.187945
-0.007457,-0.024501,-0.020240,49.665291,-6.068484,-3.020092,0.398635,10.176555,-0.320823
0.017044,-0.037284,-0.013848,49.727249,-5.739236,-2.851998,0.366313,10.217256,-0.247800
0.040480,-0.043676,0.004261,49.872978,-5.794480,-2.673476,0.209493,10.026917,-0.180762
0.010653,-0.049002,-0.014914,49.925934,-6.066957,-2.540161,0.333991,10.018537,-0.201113
0.000000,-0.052198,-0.027697,49.849869,-6.285320,-2.529058,0.277727,10.210073,-0.270545
0.025566,-0.046872,-0.013848,49.727242,-6.404917,-2.563675,0.221464,10.254366,-0.240617
0.046872,-0.041545,-0.009587,49.458187,-6.364592,-2.524197,0.251391,10.180145,-0.264559
0.053263,-0.033023,-0.001065,49.113071,-6.330103,-2.412606,0.210690,10.074800,-0.335188
0.035154,-0.020240,-0.004261,48.948414,-6.349769,-2.333206,0.158017,10.078392,-0.332794
0.023436,0.002131,-0.009587,48.961929,-6.168709,-2.329436,0.111330,10.019734,-0.453701
-0.001065,0.040480,0.000000,48.953934,-5.838549,-2.303148,-0.076614,9.793482,-0.339977
-0.061785,0.102265,-0.037284,48.892712,-5.547077,-2.211923,-0.156820,9.838972,-0.515950
-0.091613,0.211988,-0.039415,48.879784,-5.410219,-2.107738,-1.110910,9.873688,-0.667982
-0.147006,0.476173,-0.086286,48.925785,-5.559994,-1.988320,-1.879448,10.053253,-0.938527
-0.151268,0.840494,-0.056459,49.033157,-5.875874,-1.959734,-2.243367,10.315418,-0.854730
-0.101200,1.186705,0.019175,49.217796,-5.995389,-2.099296,-1.744176,10.010158,-0.659603
-0.115049,1.432781,0.001065,49.395828,-5.811558,-2.291513,-0.847547,9.747993,-0.369904
-0.132093,1.506284,-0.068177,49.525967,-5.567793,-2.381824,0.490811,10.303447,-0.038307
-0.020240,1.343298,-0.025566,49.621384,-5.357558,-2.138484,2.257732,11.049241,0.411803
0.132093,0.953412,0.143811,49.505241,-5.134085,-1.575190,3.587711,10.609905,1.058237
0.143811,0.376038,0.209857,49.027893,-5.023232,-1.028707,4.459201,9.800665,1.151611
0.004261,-0.248207,0.154463,48.380211,-5.118454,-0.627662,4.241328,9.439140,1.070208
-0.127832,-0.819188,0.107592,47.759892,-5.317231,-0.316465,3.615245,10.332177,0.744597
-0.073503,-1.257012,0.214118,47.221802,-5.545167,-0.050735,2.504335,10.745177,0.645237
0.012783,-1.561678,0.287621,46.873550,-5.812550,0.185433,1.905785,10.419566,0.403423
0.038350,-1.766208,0.276969,46.775665,-6.044912,0.272141,1.256956,10.151415,0.293290
0.040480,-1.865278,0.235423,46.782482,-6.043895,0.210434,0.432153,10.228029,0.165200
0.057524,-1.820537,0.191748,46.647896,-5.829267,-0.075039,-0.411803,10.192117,-0.222661
0.085221,-1.621332,0.192813,46.432400,-5.679404,-0.767435,-1.165976,9.953894,-0.519542
0.055394,-1.298557,0.175769,46.407982,-5.687838,-1.634482,-1.738190,9.659407,-0.848745
-0.017044,-0.888431,0.088417,46.555779,-5.666754,-2.323575,-2.182315,9.684546,-1.156399
-0.049002,-0.428236,0.047937,46.675026,-5.538175,-2.791676,-2.175132,9.896433,-1.332373
-0.035154,0.023436,0.014914,46.843052,-5.573255,-3.254909,-2.149993,9.872491,-1.355118
-0.042611,0.438889,-0.028762,47.178093,-5.871576,-3.787507,-1.568202,9.733627,-1.101333
-0.083091,0.756338,-0.113983,47.496918,-6.162607,-4.129076,-1.243788,9.901221,-0.882263
-0.090547,1.013067,-0.145941,47.563473,-6.225164,-4.177712,-0.682347,10.190920,-0.733823
-0.082025,1.235707,-0.110788,47.426788,-6.094884,-4.136199,-0.752976,10.052056,-0.653617
-0.112918,1.458347,-0.059655,47.241844,-5.933890,-4.030275,-0.685939,10.260351,-0.383072
-0.090547,1.635181,0.029827,47.049381,-5.782893,-3.751110,-0.531513,9.871294,-0.122104
-0.112918,1.694836,0.029827,46.853485,-5.583178,-3.310752,0.900220,9.883265,0.102951
-0.089482,1.510545,0.014914,46.624622,-5.447360,-2.820663,2.501941,10.298658,0.853533
-0.034088,1.102549,-0.005326,46.501003,-5.472284,-2.374835,3.910928,10.521319,1.004368
0.011718,0.561394,0.040480,46.546539,-5.454165,-1.994988,4.432865,10.497377,0.970849
0.006392,0.030893,0.064981,46.584297,-5.324239,-1.796264,3.919308,9.950302,0.845153
-0.039415,-0.467651,0.033023,46.406654,-5.231969,-1.886884,3.493140,10.022128,0.667982
-0.025566,-0.864995,0.043676,45.916241,-5.217062,-2.112961,2.586935,10.411186,0.517148
0.028762,-1.144094,0.094809,45.337860,-5.280811,-2.195607,1.824382,10.207679,0.326809
0.009587,-1.285774,0.053263,45.014313,-5.445803,-2.133104,0.827197,10.048465,-0.031125
0.007457,-1.284709,0.059655,44.880795,-5.584425,-2.013774,0.199916,10.333375,-0.281319
0.052198,-1.167530,0.110788,44.735493,-5.626733,-1.906787,-0.609324,10.256760,-0.602142
0.070307,-0.937433,0.126766,44.685768,-5.686972,-1.975030,-1.013944,9.844957,-0.796072
0.044741,-0.658333,0.095874,44.733067,-5.755627,-2.113130,-1.268927,9.756371,-0.920571
-0.022371,-0.295078,0.017044,44.888828,-5.767723,-2.227625,-1.945289,9.642648,-1.177947
-0.060720,0.139550,-0.033023,45.277740,-5.696837,-2.411636,-1.831564,9.801862,-1.264138
-0.052198,0.531567,-0.039415,45.683109,-5.670597,-2.592038,-1.547851,9.815030,-1.049857
-0.082025,0.873517,-0.089482,45.898212,-5.772192,-2.764815,-1.167173,9.484630,-0.785298
-0.152333,1.119593,-0.207727,45.940014,-5.783497,-2.973976,-0.594959,9.416395,-0.440533
-0.221575,1.277252,-0.308927,45.826424,-5.713768,-3.069586,-0.107739,9.740809,-0.349553
-0.208792,1.341168,-0.319579,45.729286,-5.746333,-2.973614,0.604536,10.462662,-0.190339
-0.125701,1.288970,-0.225836,45.697815,-5.740980,-2.746066,1.253365,10.550050,0.179565
-0.074569,1.104679,-0.155529,45.608414,-5.562870,-2.455767,2.097321,10.413580,0.520739
-0.039415,0.748881,-0.104396,45.488766,-5.331446,-2.163283,2.912546,10.558430,0.857124
-0.018109,0.322775,-0.034088,45.288902,-5.224365,-1.868122,2.975993,10.432734,0.815226
-0.023436,-0.078830,0.052198,45.018444,-5.275346,-1.510897,2.843115,10.358514,0.687136
-0.022371,-0.439954,0.119310,44.895016,-5.309248,-1.061000,2.377442,10.466252,0.538695
0.011718,-0.706270,0.211988,44.995468,-5.110922,-0.522306,1.923741,10.493786,0.441730
0.042611,-0.907605,0.246076,45.263000,-4.710316,-0.151572,1.580173,10.211270,0.326809
0.058590,-1.085504,0.205596,45.517555,-4.431483,-0.231565,1.476025,10.110714,0.284910
0.072438,-1.220793,0.174703,45.520199,-4.397631,-0.586196,1.191115,10.289082,0.172383
0.098004,-1.299623,0.198139,45.317478,-4.372130,-0.957704,1.073799,10.214862,0.142455
0.098004,-1.362473,0.231162,45.103893,-4.282259,-1.233844,0.823605,9.880871,0.075417
0.036219,-1.378452,0.201335,45.007256,-4.257902,-1.439063,0.582988,9.771935,-0.155623
-0.007457,-1.348625,0.185356,45.028187,-4.297034,-1.777297,0.311246,9.873688,-0.201113
-0.029827,-1.287905,0.191748,44.978367,-4.339381,-2.261265,0.190339,9.864111,-0.332794
-0.083091,-1.164334,0.063916,44.802204,-4.374598,-2.645579,-0.629675,9.805453,-0.851139
-0.120375,-0.827710,-0.086286,44.620964,-4.418493,-2.891327,-1.957260,10.087969,-1.344344
-0.056459,-0.325971,-0.045806,44.501492,-4.411747,-3.096407,-2.220622,10.649409,-1.440112
0.070307,0.177899,0.069242,44.509632,-4.323341,-3.256275,-2.037466,10.164583,-1.221043
0.057524,0.586961,0.050067,44.622391,-4.229368,-3.303418,-1.362301,9.408015,-0.952892
-0.035154,0.860734,-0.085221,44.731186,-4.223380,-3.198387,-0.318429,9.709685,-0.599748
-0.037284,0.987500,-0.137419,44.824589,-4.282577,-3.086314,0.386664,10.289082,-0.277727
0.030893,0.985370,-0.109722,44.855282,-4.293722,-3.067271,1.453280,10.589554,-0.023942
0.120375,0.830906,-0.077764,44.831913,-4.275937,-3.022062,2.155979,10.578780,0.172383
0.188552,0.572047,-0.022371,44.902390,-4.243236,-2.929267,2.778471,10.465055,0.282516
0.214118,0.242880,0.047937,45.088131,-4.204167,-2.877035,3.019088,10.129868,0.407014
0.165116,-0.108657,0.067112,45.260254,-4.255932,-2.839756,2.858677,9.676167,0.289698
0.050067,-0.411192,0.049002,45.331760,-4.443963,-2.742898,2.316390,9.539697,-0.010774
-0.028762,-0.616788,0.039415,45.399960,-4.629942,-2.592353,1.552640,9.895236,-0.223858
-0.046872,-0.687096,0.026632,45.509007,-4.611060,-2.386798,0.703895,9.980229,-0.671574
-0.055394,-0.614658,0.006392,45.521263,-4.521209,-2.136677,0.019154,9.877279,-0.884658
-0.057524,-0.471912,0.000000,45.304619,-4.650127,-2.019273,-0.216675,10.035296,-0.933739
-0.042611,-0.299339,-0.011718,44.902939,-4.947101,-2.122445,-0.317232,9.927557,-0.926556
-0.059655,-0.132093,-0.051133,44.596554,-5.176725,-2.325398,-0.084994,9.964667,-0.772130
-0.054328,-0.004261,-0.073503,44.634239,-5.225255,-2.535796,0.128090,10.073604,-0.687136
