gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
0.013615,-0.006491,0.037085,0.674352,-59.431938,-9.961040,0.037110,10.042479,-0.535104
-0.007690,-0.016079,0.051998,0.691866,-59.072632,-9.772840,0.193930,9.783905,-0.492008
-0.075867,-0.030993,0.044541,0.845694,-58.912041,-9.491445,0.128090,9.782708,-0.463278
-0.136587,-0.037384,0.037085,1.108405,-58.982090,-9.221249,0.180762,10.053253,-0.524330
-0.117412,-0.038449,0.015779,1.341419,-59.148418,-9.128658,0.070629,10.363302,-0.575805
-0.062018,-0.029927,0.005127,1.425044,-59.342644,-9.302532,0.019154,10.445902,-0.599748
-0.001298,-0.009687,0.006192,1.272304,-59.422668,-9.658324,-0.051475,10.358514,-0.592565
0.038116,0.016944,0.014714,1.066607,-59.358074,-10.045415,0.082600,10.198102,-0.495600
0.038116,0.030793,0.008322,0.906030,-59.311428,-10.504440,0.073023,9.970653,-0.482432
0.024268,0.031858,-0.011918,0.739405,-59.282600,-10.981185,0.202310,10.081984,-0.466869
0.021072,0.021205,-0.021505,0.617723,-59.282818,-11.134475,0.154426,10.177752,-0.446519
0.032790,0.015879,-0.017244,0.467361,-59.371109,-10.939629,0.179565,10.211270,-0.492008
0.046639,0.011618,-0.003396,0.288529,-59.394909,-10.691319,0.125696,10.141838,-0.422577
0.037051,0.011618,-0.005526,0.190886,-59.308960,-10.481476,0.114922,10.004171,-0.476446
0.014681,0.009488,-0.020440,0.136502,-59.261848,-10.390932,0.099359,9.973047,-0.513556
-0.003429,0.010553,-0.019374,0.158083,-59.316841,-10.434671,0.167594,10.229227,-0.521936
0.012550,-0.005426,0.006192,0.256211,-59.558178,-10.400270,0.215478,10.279505,-0.476446
0.028529,-0.024601,0.031758,0.237855,-59.959499,-10.261127,0.180762,10.116699,-0.459687
-0.000233,-0.025666,0.029628,0.048729,-60.268715,-10.173737,0.106542,9.941922,-0.556652
-0.014081,-0.016079,0.017910,-0.169669,-60.279709,-10.143209,0.118513,10.230424,-0.624887
0.009354,-0.006491,0.030693,-0.284581,-60.057030,-10.175575,0.220267,10.302250,-0.533907
0.028529,-0.016079,0.036019,-0.327322,-59.870754,-10.276111,0.234632,10.194510,-0.500388
0.033855,-0.026731,0.012583,-0.282593,-59.916901,-10.389300,0.175974,10.065224,-0.545878
0.025333,-0.015014,0.007257,-0.086174,-60.153992,-10.471281,0.077812,10.013748,-0.603339
0.011485,0.007357,0.021106,0.114116,-60.257187,-10.418202,0.152032,9.920375,-0.541090
-0.014081,-0.006491,-0.001265,0.335991,-60.038464,-10.281437,0.411803,10.054450,-0.456095
-0.021538,-0.039515,-0.014048,0.509406,-59.813217,-10.161467,0.243011,10.257957,-0.533907
0.004028,-0.044841,0.015779,0.432344,-59.837296,-10.088117,0.080206,10.283096,-0.575805
0.012550,-0.034188,0.022171,0.265759,-59.975681,-10.051551,0.014365,9.975441,-0.536301
-0.022604,0.027597,-0.019374,0.119087,-60.126419,-10.010098,-0.542287,9.939528,-0.826000
-0.043909,0.199105,-0.026831,0.144579,-60.282909,-9.974521,-1.150414,10.044873,-1.126472
-0.044974,0.427071,-0.066246,0.468545,-60.449444,-9.954978,-1.474828,9.947908,-1.144428
-0.043909,0.739194,-0.165316,0.750024,-60.673691,-9.999164,-2.099715,9.967062,-1.474828
-0.020473,1.137603,-0.210057,0.876994,-60.870884,-10.039242,-2.622848,10.196905,-1.401805
0.006159,1.565839,-0.227101,1.091003,-60.855488,-10.025359,-2.689886,10.261548,-1.242591
0.024268,1.957856,-0.272907,1.362107,-60.631279,-10.056609,-2.115277,9.914390,-0.924162
0.001898,2.210324,-0.331497,1.540673,-60.388264,-10.262634,-1.497573,9.848549,-0.278924
-0.035387,2.308328,-0.326171,1.613064,-60.285931,-10.672335,-0.254982,10.324995,0.055067
-0.015147,2.157061,-0.200469,1.570768,-60.283611,-11.129179,1.310825,10.321404,0.828394
-0.055627,1.814045,-0.152533,1.493752,-60.078827,-11.658449,1.872266,9.980229,0.866701
-0.125934,1.506184,-0.123770,1.495967,-59.635372,-12.416068,0.988805,10.445902,0.231040
-0.055627,1.297392,0.011518,1.398907,-59.353622,-13.431554,1.137246,10.568007,0.148441
-0.010886,1.002314,0.057325,1.200039,-59.345165,-14.557258,2.223016,10.077195,0.597353
-0.022604,0.514423,0.042411,1.185493,-59.386768,-15.534373,3.270479,10.317812,0.972046
-0.017277,-0.058689,0.126567,1.309035,-59.418758,-16.290565,3.165135,10.245986,0.992397
-0.070540,-0.575343,0.194744,1.399645,-59.487167,-16.832016,2.794033,9.805453,0.861913
-0.124869,-1.028080,0.201135,1.489782,-59.536949,-17.090296,2.557007,9.967062,0.839168
-0.131261,-1.431815,0.184091,1.622784,-59.545155,-17.019981,2.442086,10.310630,0.848745
-0.089715,-1.804658,0.193678,1.629270,-59.496685,-16.728651,2.183512,10.342952,0.987608
-0.064149,-2.157260,0.174504,1.363554,-59.368778,-16.484850,1.754950,10.199299,1.126472
-0.081193,-2.369248,0.124436,0.898273,-59.243900,-16.264610,0.041899,10.314221,0.500388
-0.071606,-2.214785,0.114849,0.290204,-59.187504,-15.765243,-1.880645,10.597934,-0.902614
0.057291,-1.881357,0.206462,-0.400776,-59.234318,-14.965299,-1.598130,10.326192,-0.835576
0.088184,-1.657651,0.135089,-1.028606,-59.310505,-14.044180,-1.023521,9.552865,-0.324414
0.004028,-1.453121,0.024301,-1.596095,-59.249592,-13.186728,-1.225831,10.293870,-0.798466
0.051965,-1.212371,0.089282,-2.193919,-59.020363,-12.547678,-1.318008,10.316615,-0.811634
0.042378,-0.952446,0.066912,-2.666454,-58.710300,-12.153047,-1.292869,9.625888,-1.036689
-0.031126,-0.677608,0.010453,-2.763447,-58.491550,-11.889506,-1.377863,9.795877,-1.006762
-0.054562,-0.392117,0.043476,-2.497710,-58.444740,-11.489858,-1.154005,10.224439,-1.034295
-0.047105,-0.177999,0.076499,-2.212581,-58.447487,-10.879653,-0.652420,9.886856,-0.803255
-0.064149,-0.065081,0.006192,-2.197603,-58.485760,-10.203393,-0.359130,10.131064,-0.602142
-0.040713,0.027597,-0.021505,-2.418538,-58.577961,-9.599765,-0.398635,10.328587,-0.697910
-0.001298,0.128797,-0.000200,-2.708405,-58.573742,-9.209705,-0.342371,10.178948,-0.641646
-0.006625,0.209757,-0.008722,-2.884735,-58.479767,-9.043399,-0.156820,9.917980,-0.527921
-0.036452,0.260890,-0.050267,-2.871995,-58.550423,-9.014445,0.083797,9.933543,-0.458490
-0.054562,0.276869,-0.068377,-2.734881,-58.796932,-9.083352,0.117316,10.271125,-0.404620
-0.023669,0.287522,-0.048137,-2.481513,-58.927700,-9.290445,0.087388,10.316615,-0.386664
-0.018343,0.300305,-0.047071,-2.191639,-58.829021,-9.523181,0.043096,10.128671,-0.355539
-0.021538,0.325871,-0.050267,-2.069933,-58.593754,-9.555054,-0.016759,9.995792,-0.337582
-0.035387,0.336524,-0.085421,-2.095344,-58.354034,-9.423537,0.152032,9.976639,-0.247800
-0.033256,0.302435,-0.101400,-2.126970,-58.204391,-9.255780,0.276530,10.237606,-0.099359
-0.009820,0.248107,-0.087551,-2.186732,-58.141987,-9.191650,0.313640,10.277111,-0.162806
0.017876,0.201235,-0.072638,-2.208032,-58.090595,-9.382329,0.251391,10.390836,-0.241814
0.045573,0.168212,-0.056659,-2.089159,-58.041607,-9.733533,0.214281,10.075998,-0.152032
0.024268,0.112818,-0.056659,-1.925945,-58.167145,-10.107908,0.448913,9.919178,-0.040701
-0.014081,0.036119,-0.073703,-1.788710,-58.529354,-10.508315,0.429759,10.181343,-0.160412
0.006159,-0.027797,-0.049202,-1.691050,-58.962578,-10.782505,0.271742,10.386047,-0.251391
0.040247,-0.069342,-0.018309,-1.661316,-59.284569,-10.763979,0.198719,10.262746,-0.295684
0.053030,-0.104496,-0.011918,-1.758987,-59.415470,-10.624168,0.247800,10.206482,-0.302867
0.053030,-0.158824,0.004061,-1.927864,-59.369812,-10.439263,0.355539,10.196905,-0.177171
0.044508,-0.209957,0.051998,-1.967520,-59.236855,-10.017884,0.207098,10.052056,-0.221464
0.018942,-0.231262,0.081826,-1.896762,-59.063679,-9.494625,-0.015562,10.065224,-0.408211
0.011485,-0.216349,0.072238,-1.874025,-58.818184,-9.220969,-0.190339,10.079589,-0.499191
0.016811,-0.167346,0.049868,-1.922809,-58.616745,-9.196048,-0.197522,10.056845,-0.521936
0.023203,-0.116214,0.029628,-1.968148,-58.536186,-9.250783,-0.120907,10.073604,-0.430956
0.021072,-0.081060,0.004061,-1.928636,-58.529308,-9.303034,0.016759,9.992201,-0.372298
0.004028,-0.065081,-0.022570,-1.767342,-58.588673,-9.314060,0.104148,9.985018,-0.373495
-0.007690,-0.049102,-0.027897,-1.609509,-58.608528,-9.288371,0.000000,10.113108,-0.402226
-0.021538,-0.018209,-0.028962,-1.573652,-58.516514,-9.190847,-0.029928,9.992201,-0.453701
-0.039648,0.004161,-0.052398,-1.573455,-58.374432,-8.974395,0.168791,10.017340,-0.362722
-0.044974,-0.022470,-0.073703,-1.575482,-58.236576,-8.877610,0.349553,10.122684,-0.184354
-0.048170,-0.067212,-0.081160,-1.607862,-58.157711,-9.213451,0.180762,10.292673,-0.302867
-0.023669,-0.068277,-0.027897,-1.618636,-58.226559,-9.793352,-0.184354,10.479421,-0.519542
0.028529,-0.027797,0.040280,-1.646651,-58.278095,-10.137475,-0.278924,10.218452,-0.565032
0.031725,0.013749,0.029628,-1.766432,-58.132999,-10.182097,-0.227449,9.844957,-0.469264
-0.002364,0.046772,-0.012983,-1.861790,-58.026649,-10.163927,-0.158017,10.098742,-0.470461
0.013615,0.068077,0.013649,-1.822681,-58.123161,-10.193595,-0.005986,10.235212,-0.418985
0.015746,0.072338,0.038150,-1.771633,-58.327152,-10.299623,0.156820,10.017340,-0.312443
-0.019408,0.048902,0.016844,-1.710143,-58.527237,-10.406286,0.237026,9.977836,-0.307655
-0.036452,0.015879,0.023236,-1.566759,-58.745235,-10.417904,0.274136,10.184934,-0.256180
