gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
-0.030893,-0.026632,-0.015979,19.962957,-45.410023,-11.485581,-0.201113,10.058042,-0.034716
-0.033023,-0.026632,-0.022371,20.129776,-45.230579,-11.224457,-0.152032,10.047267,-0.005986
-0.035154,-0.030893,-0.019175,20.310621,-45.133488,-11.145885,-0.156820,10.111911,0.019154
-0.034088,-0.042611,-0.018109,20.417824,-45.243408,-11.244287,-0.155623,10.107122,0.021548
-0.041545,-0.053263,-0.014914,20.498329,-45.356205,-11.407729,-0.180762,10.135853,0.021548
-0.040480,-0.050067,-0.011718,20.579838,-45.344124,-11.569880,-0.252588,10.143036,0.029928
-0.037284,-0.038350,-0.009587,20.660538,-45.185715,-11.669621,-0.317232,10.189722,-0.037110
-0.029827,-0.025566,-0.003196,20.695185,-44.914543,-11.704967,-0.258574,10.194510,-0.023942
-0.021305,-0.013848,-0.002131,20.760361,-44.702583,-11.687712,-0.272939,10.120291,-0.003591
-0.018109,-0.011718,-0.001065,20.842062,-44.635094,-11.574519,-0.177171,10.172963,0.013168
-0.019175,-0.012783,0.003196,20.781866,-44.679661,-11.423070,-0.195127,10.120291,0.007183
-0.028762,-0.014914,0.005326,20.606436,-44.739227,-11.372406,-0.187945,10.071210,0.045490
-0.036219,-0.008522,0.010653,20.455231,-44.705082,-11.409602,-0.240617,10.109517,-0.011971
-0.040480,0.004261,0.009587,20.419764,-44.662636,-11.466547,-0.252588,10.038888,-0.028730
-0.044741,0.019175,0.001065,20.402054,-44.698868,-11.655272,-0.305261,10.108319,-0.026336
-0.037284,0.034088,-0.001065,20.277557,-44.780334,-11.914110,-0.246603,10.137050,-0.016759
-0.035154,0.050067,-0.004261,20.200939,-44.837601,-11.977039,-0.237026,10.121488,-0.017957
-0.035154,0.088417,-0.011718,20.236588,-44.946198,-11.800328,-0.568623,10.040085,-0.071826
-0.036219,0.129962,-0.035154,20.289103,-45.191429,-11.514454,-0.529119,10.132261,-0.003591
-0.035154,0.174703,-0.047937,20.354124,-45.468216,-11.292423,-0.415394,10.086772,0.002394
