gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
-0.018343,0.002031,0.007257,-1.680925,-57.743523,-8.934122,0.083797,10.217256,-0.357933
0.001898,0.005226,0.031758,-1.572471,-57.623489,-9.025030,0.141258,10.073604,-0.343568
-0.015147,0.011618,0.001931,-1.427740,-57.272942,-9.219822,0.090980,9.991004,-0.417788
-0.033256,0.014814,-0.008722,-1.294335,-56.926231,-9.425667,0.160412,10.169372,-0.398635
-0.016212,0.013749,-0.008722,-1.326365,-56.828159,-9.492116,0.135272,10.156203,-0.354342
-0.011951,0.014814,-0.002330,-1.534989,-57.046398,-9.330375,0.124498,10.147824,-0.408211
-0.019408,0.015879,-0.000200,-1.667884,-57.431900,-9.061975,0.161609,10.182540,-0.378284
-0.008755,0.000965,-0.006591,-1.708609,-57.687347,-8.840309,0.208296,10.218452,-0.353145
0.010420,-0.011818,-0.006591,-1.875411,-57.726181,-8.773921,0.211887,10.263943,-0.398635
0.031725,-0.011818,-0.003396,-2.069405,-57.757812,-8.824528,0.130484,10.287885,-0.420182
0.035986,0.000965,0.018975,-2.208290,-57.868801,-8.920992,-0.034716,9.955091,-0.383072
0.002963,0.015879,0.009388,-2.323055,-58.025429,-9.094495,0.090980,9.950302,-0.397437
-0.006625,0.019075,0.008322,-2.284809,-58.217369,-9.329828,0.240617,10.166978,-0.497994
0.005093,0.014814,0.026432,-2.121674,-58.328812,-9.592645,0.251391,10.096349,-0.368707
0.011485,-0.003296,0.034954,-1.916339,-58.290657,-9.801714,0.244209,10.054450,-0.349553
0.006159,-0.007557,0.013649,-1.657267,-58.218296,-9.824956,0.138864,10.029311,-0.430956
0.012550,-0.001165,-0.000200,-1.438662,-58.203312,-9.725152,0.148441,10.181343,-0.404620
0.005093,0.016944,0.001931,-1.342045,-58.248398,-9.660573,0.113725,10.061633,-0.537498
-0.004494,0.024401,-0.002330,-1.293121,-58.342930,-9.506829,0.147243,10.168175,-0.463278
0.014681,0.014814,0.013649,-1.246968,-58.442371,-9.162780,0.245406,10.141838,-0.344765
0.008289,0.005226,0.005127,-1.240968,-58.390858,-8.885027,0.237026,9.950302,-0.360327
-0.031126,-0.003296,-0.010852,-1.225639,-58.173523,-8.842386,0.168791,10.065224,-0.393846
-0.020473,-0.007557,0.002996,-1.283121,-58.053627,-8.965014,0.201113,10.138247,-0.495600
-0.023669,-0.008622,-0.002330,-1.601540,-58.137615,-9.231374,0.144849,10.024523,-0.393846
-0.042844,-0.011818,-0.035353,-2.011239,-58.153889,-9.602730,0.174777,10.096349,-0.428562
-0.035387,-0.012883,-0.041745,-2.175580,-57.911911,-9.950717,0.140061,10.327389,-0.438139
-0.008755,-0.008622,-0.003396,-2.041742,-57.609341,-10.203810,0.158017,10.196905,-0.345962
-0.000233,-0.013948,-0.000200,-1.851377,-57.515884,-10.272402,0.199916,10.096349,-0.312443
0.000832,-0.027797,-0.014048,-1.820163,-57.659569,-10.105681,0.153229,10.102334,-0.248997
-0.020473,-0.001165,-0.015113,-1.960217,-57.784153,-9.815043,-0.266953,10.012551,-0.521936
-0.046039,0.129862,-0.020440,-2.198880,-57.741325,-9.537603,-1.450886,10.220847,-0.975637
-0.013016,0.429202,-0.002330,-2.407013,-57.592014,-9.315409,-1.969231,10.255563,-1.272518
0.022138,0.743455,-0.041745,-2.530403,-57.453598,-9.075041,-1.679533,9.743204,-0.897826
-0.049235,1.010836,-0.140815,-2.636677,-57.471516,-8.801463,-1.553837,9.623494,-0.797269
-0.124869,1.285674,-0.161055,-2.718159,-57.586456,-8.603936,-2.178724,10.050858,-0.842759
-0.154696,1.718172,-0.108857,-2.684614,-57.680332,-8.627136,-3.262100,10.279505,-1.455675
-0.080128,2.230564,-0.043876,-2.524923,-57.822681,-8.981363,-2.770091,10.245986,-1.013944
-0.041778,2.502206,-0.133358,-2.401548,-58.040096,-9.705428,-1.272518,9.422380,0.221464
-0.138717,2.529903,-0.282495,-2.344300,-58.224239,-10.641678,-0.262165,10.114305,0.470461
-0.129130,2.491554,-0.181295,-2.182173,-58.250957,-11.487131,0.117316,10.972627,0.395043
-0.004494,2.333894,0.022171,-1.937920,-58.124058,-12.073923,1.406593,10.347740,1.027112
-0.007690,1.966378,0.005127,-1.731250,-57.939194,-12.516929,2.257732,9.719262,1.498770
-0.125934,1.572230,-0.081160,-1.579405,-57.782196,-13.061685,2.153584,10.129868,0.937330
-0.087585,1.213236,0.037085,-1.405555,-57.847408,-13.798997,2.234987,10.617087,0.955287
-0.058823,0.823350,0.069042,-1.199803,-58.128468,-14.753976,2.499547,10.012551,0.945710
-0.077997,0.399374,0.034954,-1.023638,-58.371834,-15.833664,2.574964,10.357317,0.967257
-0.041778,-0.001165,0.083956,-0.810433,-58.481964,-16.807091,2.376245,10.523713,0.843956
-0.022604,-0.346311,0.156394,-0.647355,-58.538319,-17.584639,2.042254,10.165780,0.766145
-0.033256,-0.678673,0.169177,-0.660232,-58.534939,-18.139729,2.227805,10.024523,0.992397
-0.046039,-1.031276,0.128697,-0.703454,-58.431877,-18.407059,2.451663,10.022128,1.103727
-0.072671,-1.378552,0.070108,-0.765667,-58.287285,-18.372477,2.153584,10.166978,0.964863
-0.055627,-1.658717,0.107392,-1.005167,-58.101681,-18.097845,1.532289,10.289082,0.861913
-0.038583,-1.841942,0.124436,-1.417135,-57.872658,-17.759165,1.033098,10.195708,0.571017
-0.048170,-1.923967,0.114849,-1.897905,-57.668690,-17.398394,0.547075,10.085575,0.377087
-0.036452,-1.948469,0.098870,-2.320898,-57.562130,-16.955790,0.331597,10.321404,0.250194
0.004028,-1.958056,0.096739,-2.672646,-57.569145,-16.470921,0.269348,10.202890,0.312443
0.011485,-1.950599,0.070108,-3.100569,-57.704128,-15.855224,-0.079009,10.212467,0.113725
0.008289,-1.828094,0.016844,-3.576434,-57.907043,-14.946876,-0.982820,10.406398,-0.484826
0.066879,-1.542603,0.042411,-3.950106,-58.058167,-13.866845,-1.746570,10.554838,-0.960075
0.132925,-1.176152,0.112718,-4.212824,-58.056183,-13.005713,-1.734599,9.860519,-0.896629
0.076466,-0.849116,0.069042,-4.429211,-57.828114,-12.422814,-1.192312,9.842564,-0.797269
0.032790,-0.613692,0.049868,-4.666169,-57.480312,-11.867344,-0.848745,9.858126,-0.571017
-0.019408,-0.447511,0.047737,-4.844530,-57.161385,-11.286146,-0.481235,9.750386,-0.494403
-0.073736,-0.317549,0.042411,-4.900327,-56.980629,-10.819440,-0.344765,9.994595,-0.483629
-0.096107,-0.232328,0.051998,-4.989939,-57.048416,-10.515661,0.040701,9.731233,-0.247800
-0.146174,-0.220610,-0.016179,-5.152714,-57.324024,-10.336441,0.326809,9.867702,-0.104148
-0.162153,-0.223805,-0.097139,-5.303042,-57.585499,-10.267451,0.168791,10.268731,-0.252588
-0.111021,-0.176934,-0.077964,-5.479833,-57.723267,-10.118586,-0.174777,10.692505,-0.369904
-0.028995,-0.101300,-0.049202,-5.772837,-57.781059,-9.785056,-0.233435,10.443508,-0.310049
0.008289,-0.040580,-0.073703,-6.065196,-57.682270,-9.459813,-0.111330,10.149021,-0.160412
0.017876,-0.010753,-0.103530,-6.046982,-57.424335,-9.291992,0.126893,10.255563,-0.099359
0.037051,-0.018209,-0.096074,-5.616813,-57.185993,-9.291963,0.272939,10.182540,0.079009
0.032790,-0.045906,-0.087551,-5.060205,-57.122955,-9.342381,0.312443,10.048465,0.008380
0.016811,-0.076799,-0.080095,-4.701863,-57.230350,-9.347528,0.260968,10.126276,0.033519
0.002963,-0.088517,-0.063050,-4.583379,-57.323650,-9.463649,0.138864,10.102334,-0.108936
-0.000233,-0.090647,-0.063050,-4.617752,-57.376911,-9.758249,0.146046,10.201694,-0.158017
0.010420,-0.087452,-0.056659,-4.733168,-57.534115,-10.020385,0.064643,10.275913,-0.129287
0.022138,-0.074668,-0.051332,-4.849597,-57.724701,-10.185430,-0.046687,10.084377,-0.185551
0.016811,-0.060820,-0.047071,-4.958307,-57.834106,-10.315973,0.000000,10.086772,-0.144849
