gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
-0.033256,-0.653107,0.045607,19.693937,-38.760059,-14.188153,-0.873884,9.914390,0.005986
-0.049235,-0.496513,0.021106,19.694157,-38.697411,-14.070235,-0.974440,9.974244,-0.023942
-0.057757,-0.326071,0.006192,19.748568,-38.768936,-13.995004,-0.945710,10.109517,0.003591
-0.056692,-0.140715,0.012583,19.981812,-38.996986,-13.938413,-0.945710,10.050858,-0.001197
-0.059888,0.031858,0.020040,20.328360,-39.226185,-13.722972,-0.675165,10.090364,0.089783
-0.040713,0.123471,-0.000200,20.660414,-39.366024,-13.548546,0.065841,10.217256,0.386664
-0.003429,0.111753,-0.020440,20.845585,-39.494881,-13.665780,0.647632,10.260351,0.696713
0.007224,0.045707,-0.020440,20.894253,-39.533604,-13.869406,0.683545,10.122684,0.742203
-0.001298,-0.007557,0.009388,20.927483,-39.343456,-14.044291,0.454898,10.184934,0.702698
-0.002364,-0.018209,0.029628,20.946756,-39.141033,-14.200524,0.240617,10.013748,0.547075
-0.028995,-0.004361,0.017910,20.881321,-39.121277,-14.212994,0.029928,10.007763,0.515950
-0.026865,0.022271,-0.018309,20.699305,-39.133289,-14.169183,0.202310,10.164583,0.494403
-0.000233,0.037184,-0.039615,20.453100,-39.083866,-14.151702,0.082600,10.195708,0.531513
0.018942,0.041445,-0.033223,20.269518,-39.059418,-14.120568,0.231040,10.212467,0.573411
0.030660,0.035054,-0.019374,20.137341,-39.185360,-14.029690,0.270545,10.204087,0.621295
0.028529,0.015879,-0.006591,20.011339,-39.432426,-13.854035,0.266953,10.133459,0.572214
0.026399,-0.002230,0.012583,20.032001,-39.569656,-13.761745,0.289698,10.157401,0.596156
0.025333,-0.019275,0.030693,20.133467,-39.538189,-13.876000,0.198719,10.090364,0.499191
0.024268,-0.023536,0.045607,20.075279,-39.432381,-14.170209,0.234632,9.959879,0.463278
-0.001298,-0.024601,0.032823,19.922668,-39.208096,-14.506966,0.295684,9.993398,0.396240
0.004028,-0.022470,0.022171,19.888792,-38.912231,-14.648915,0.223858,10.120291,0.492008
0.009354,-0.023536,-0.002330,20.037096,-38.759529,-14.610339,0.331597,10.090364,0.579397
-0.001298,-0.038449,-0.043876,20.198515,-38.749966,-14.522877,0.341174,10.176555,0.594959
0.021072,-0.044841,-0.046006,20.230316,-38.751278,-14.429379,0.295684,10.395624,0.523133
0.074335,-0.044841,-0.010852,20.238455,-38.757515,-14.381202,0.222661,10.314221,0.578200
0.086053,-0.040580,-0.000200,20.263376,-38.809406,-14.245435,0.155623,10.054450,0.515950
0.067944,-0.023536,0.002996,20.261688,-39.006454,-13.916555,0.102951,9.920375,0.454898
0.041312,-0.001165,0.009388,20.277315,-39.367439,-13.649629,0.016759,9.897630,0.384269
0.010420,0.022271,0.021106,20.268427,-39.675869,-13.628442,0.167594,9.888053,0.301669
-0.024734,0.030793,0.032823,20.175360,-39.719986,-13.684275,0.192733,9.862914,0.302867
-0.065214,0.027597,0.051998,20.119896,-39.540054,-13.647068,0.311246,9.756371,0.374693
-0.132326,0.018010,0.056259,20.167604,-39.229359,-13.557945,0.331597,9.574412,0.348356
-0.207960,0.004161,0.045607,20.195860,-38.873047,-13.550533,0.287304,9.753978,0.338780
-0.255896,0.009488,0.080760,20.179781,-38.639687,-13.672179,0.117316,9.470264,0.277727
-0.370945,0.030793,0.123371,20.175446,-38.538719,-13.816551,-0.077812,8.886080,0.336385
-0.580802,0.064881,0.145741,20.103209,-38.458546,-13.869346,-0.010774,8.319851,0.452504
-0.857771,0.106427,0.192613,20.013317,-38.475178,-13.880583,0.158017,8.031349,0.890643
-1.169893,0.125601,0.176634,20.008133,-38.714897,-14.013484,0.345962,8.257602,1.292869
-1.352054,0.130928,0.050933,19.956032,-39.107208,-14.366737,0.635661,10.242394,1.194707
-1.136870,0.071273,-0.201535,19.773441,-39.545975,-15.017824,0.855927,13.873201,1.665167
-0.402903,0.040380,-0.026831,19.550385,-39.983536,-15.975164,0.547075,15.564705,2.603694
0.399241,0.015879,0.286356,19.455957,-40.368637,-16.947308,0.695516,13.091495,2.912546
0.680471,-0.035254,0.169177,19.543980,-40.563248,-17.792179,0.934936,10.340557,2.670732
0.649578,-0.083190,-0.215383,19.595865,-40.409851,-18.539589,0.492008,10.769119,2.369063
0.858370,-0.065081,-0.306996,19.530270,-40.035515,-18.957428,0.289698,12.486959,1.802834
1.252518,0.005226,-0.053463,19.539894,-39.792866,-18.840582,0.056264,11.355699,1.725022
1.342000,0.038250,0.001931,19.627438,-39.814392,-18.270517,0.304064,9.260772,1.255759
