gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
0.060487,0.180995,0.079695,16.819584,-40.177601,-11.575768,1.224634,10.034100,1.606509
0.041312,-0.001165,0.057325,16.750885,-40.432484,-11.541564,1.060631,10.025720,1.482011
0.045573,-0.148172,0.059455,16.721975,-40.517445,-11.497512,0.776918,10.186131,1.320402
0.074335,-0.246176,0.078630,16.879726,-40.486988,-11.397818,0.554258,10.332177,1.171962
0.116946,-0.323940,0.097805,17.138065,-40.372337,-11.454374,0.434548,10.241198,1.152808
0.133990,-0.380399,0.077565,17.274916,-40.192768,-11.857020,0.395043,10.074800,1.013944
0.131860,-0.425140,0.046672,17.281109,-40.048508,-12.285826,0.178368,9.952697,1.055843
0.116946,-0.443250,0.033889,17.250729,-39.936234,-12.403973,0.070629,9.917980,0.861913
0.077531,-0.424075,0.020040,17.089033,-39.757809,-12.261899,-0.140061,9.789890,0.731429
0.032790,-0.369747,0.011518,16.821123,-39.613495,-11.935157,-0.351948,9.706094,0.623690
-0.007690,-0.285591,-0.000200,16.643595,-39.589108,-11.495176,-0.481235,9.797073,0.605733
-0.036452,-0.196109,-0.034288,16.573343,-39.552830,-11.058025,-0.519542,10.079589,0.503979
-0.017277,-0.104496,-0.047071,16.523037,-39.473618,-10.782938,-0.531513,10.253169,0.533907
0.018942,-0.023536,-0.030027,16.462524,-39.374733,-10.684245,-0.390255,10.269928,0.701501
0.020007,0.038250,-0.018309,16.409111,-39.182102,-10.748721,-0.216675,10.089166,0.748188
0.018942,0.064881,-0.003396,16.547823,-38.997673,-11.041670,-0.013168,10.187328,0.836774
0.028529,0.067012,0.026432,16.914141,-39.031837,-11.356053,0.189142,10.132261,0.899023
0.021072,0.047837,0.037085,17.197878,-39.282406,-11.499665,0.228646,10.042479,0.999579
0.012550,0.021205,0.031758,17.341463,-39.601566,-11.488750,0.241814,10.056845,0.903811
0.009354,0.003096,0.028562,17.493616,-39.830929,-11.257731,0.250194,10.103531,0.890643
0.014681,-0.009687,0.018975,17.515818,-39.838371,-10.878247,0.189142,10.028113,0.834379
0.020007,-0.012883,0.011518,17.234018,-39.634434,-10.636597,0.217872,9.882068,0.831985
-0.006625,-0.015014,-0.009787,16.788582,-39.280827,-10.657076,0.167594,9.710882,0.806846
-0.056692,-0.012883,-0.024701,16.397711,-38.910904,-10.754152,0.017957,9.856929,0.736217
-0.086519,0.002031,0.000866,16.110275,-38.740032,-10.794363,0.076614,9.879673,0.754174
-0.111021,0.005226,0.048802,15.929142,-38.772285,-10.829147,0.135272,9.648633,0.821211
-0.173871,-0.000100,0.046672,15.790094,-38.895161,-10.854454,0.140061,9.531317,0.731429
