gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
0.086053,-0.711697,0.269312,10.114617,-39.235237,5.409024,-1.030405,8.918850,-2.039411
0.079662,-0.501839,0.283161,10.054316,-39.304657,5.428331,-1.192013,8.812308,-2.215385
0.080727,-0.277069,0.271443,9.688859,-39.375210,5.580306,-1.142932,8.663868,-2.248904
0.062618,-0.065081,0.210723,9.279045,-39.240028,5.899416,-1.028010,8.568100,-2.245312
0.045573,0.133058,0.134024,9.091818,-39.078346,6.309672,-0.841263,8.550143,-2.212991
0.039182,0.300305,0.067977,9.181101,-38.994919,6.578211,-0.498892,8.599224,-2.149544
0.028529,0.415353,0.024301,9.428169,-38.726749,6.666636,-0.186448,8.662671,-2.038214
0.025333,0.475008,-0.009787,9.627199,-38.304096,6.711608,0.170288,8.763227,-1.906533
0.022138,0.494183,-0.033223,9.571527,-38.039928,6.832074,0.357035,8.722526,-1.817947
0.017876,0.482465,-0.046006,9.227341,-38.007706,7.025323,0.609624,8.709357,-1.804779
0.017876,0.444115,-0.054528,8.857815,-38.107353,7.199860,0.725742,8.806323,-1.771260
0.017876,0.385526,-0.056659,8.636831,-38.160931,7.137148,0.795174,8.819490,-1.694646
0.014681,0.308827,-0.068377,8.425246,-38.122417,6.825584,0.922067,8.789563,-1.729362
0.008289,0.225736,-0.070507,8.200833,-38.151600,6.501795,0.887351,8.879346,-1.685069
0.009354,0.147972,-0.058789,8.059231,-38.251949,6.176638,0.851438,8.881741,-1.676689
0.011485,0.071273,-0.041745,8.044333,-38.410973,5.900197,0.868197,8.857799,-1.726968
0.016811,0.003096,-0.017244,8.167128,-38.685307,5.879903,0.740108,8.927230,-1.805976
0.026399,-0.050167,0.009388,8.361068,-38.960407,6.089885,0.671873,8.875754,-1.828721
0.026399,-0.085321,0.021106,8.565440,-39.122028,6.427663,0.550966,8.826674,-1.835904
0.022138,-0.104496,0.026432,8.823415,-39.138065,6.804148,0.470760,8.778790,-1.840692
0.018942,-0.102365,0.029628,9.011384,-39.155632,7.020665,0.352247,8.794352,-1.887379
0.013615,-0.082125,0.033889,8.861474,-39.304073,6.939765,0.267253,8.793155,-1.997512
0.012550,-0.040580,0.034954,8.490791,-39.307472,6.628910,0.131980,8.813505,-2.004695
0.015746,0.014814,0.037085,8.177129,-39.047935,6.284615,0.110433,8.774001,-1.980753
0.009354,0.064881,0.023236,8.071562,-38.803272,5.992505,0.182259,8.733299,-1.973570
0.005093,0.107492,0.010453,8.086278,-38.688385,5.842529,0.272041,8.801535,-1.953220
0.001898,0.137319,0.005127,7.932832,-38.628517,5.938590,0.367809,8.785972,-1.944840
0.000832,0.157559,0.008322,7.640370,-38.621632,6.058906,0.439635,8.789563,-1.914912
-0.003429,0.161820,0.008322,7.383950,-38.671104,6.033372,0.552163,8.751256,-1.904139
-0.008755,0.159690,0.009388,7.180659,-38.648613,5.987775,0.559345,8.754848,-1.919701
-0.002364,0.147972,0.015779,7.072679,-38.507130,5.956469,0.656311,8.887726,-1.894562
0.001898,0.125601,0.021106,7.090978,-38.425907,5.967877,0.675464,8.758439,-1.840692
-0.004494,0.103231,0.016844,7.121426,-38.493462,6.145892,0.665887,8.807520,-1.880197
-0.005559,0.082991,0.025367,6.973493,-38.544472,6.442469,0.681450,8.744074,-1.874211
-0.014081,0.065947,0.025367,6.739957,-38.429016,6.662727,0.670676,8.782381,-1.869423
-0.020473,0.053163,0.023236,6.704772,-38.271763,6.773242,0.698209,8.763227,-1.838298
-0.020473,0.044641,0.022171,6.860361,-38.214748,6.779774,0.633566,8.762030,-1.852663
-0.024734,0.035054,0.013649,7.076262,-38.216900,6.735351,0.646734,8.801535,-1.894562
-0.019408,0.029728,0.012583,7.293074,-38.202343,6.705080,0.649128,8.770410,-1.875408
-0.013016,0.023336,0.006192,7.422863,-38.212379,6.613327,0.667084,8.831462,-1.874211
-0.006625,0.018010,0.004061,7.381472,-38.276718,6.554914,0.612018,8.866178,-1.899350
0.001898,0.013749,0.000866,7.281367,-38.205791,6.583373,0.653916,8.802732,-1.886182
0.002963,0.008422,-0.005526,7.291809,-38.054607,6.617994,0.620398,8.796746,-1.861043
0.006159,0.002031,-0.004461,7.456904,-38.117718,6.663552,0.588076,8.795548,-1.910124
0.002963,0.002031,-0.003396,7.752257,-38.389446,6.824085,0.576105,8.738088,-1.874211
0.002963,0.004161,-0.001265,7.977119,-38.707024,7.185907,0.561740,8.935610,-1.920898
0.011485,0.008422,0.002996,7.915954,-38.953938,7.572237,0.567725,8.690204,-1.898153
0.000832,0.005226,-0.020440,7.626366,-38.984600,7.671098,0.591667,8.759636,-1.867028
0.005093,0.005226,-0.019374,7.374093,-38.742607,7.449786,0.573711,8.824279,-1.917307
0.000832,0.007357,-0.015113,7.308350,-38.388607,7.149065,0.547374,8.827870,-1.864634
-0.001298,0.007357,-0.006591,7.315015,-38.169964,6.825410,0.578499,8.874557,-1.919701
0.001898,0.004161,-0.002330,7.295556,-38.118637,6.421256,0.618003,8.782381,-1.869423
-0.006625,-0.003296,-0.007657,7.297165,-38.038609,5.999276,0.590470,8.741679,-1.873014
-0.008755,-0.006491,-0.006591,7.412443,-37.901321,5.756243,0.607229,8.848221,-1.906533
