gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
0.002164,-0.005593,-0.012950,-2.032454,-28.039227,9.533000,-0.226252,10.047267,0.367510
-0.005293,-0.001332,-0.015080,-2.048218,-27.889898,9.636466,-0.189142,10.038888,0.416591
-0.005293,-0.001332,-0.011884,-2.186814,-27.971106,9.590708,-0.209493,10.042479,0.414197
-0.005293,-0.004527,-0.014015,-2.371485,-28.101795,9.304585,-0.189142,10.166978,0.401029
-0.005293,-0.005593,-0.019341,-2.452524,-28.200558,8.989997,-0.205901,10.114305,0.360327
-0.004228,-0.004527,-0.019341,-2.438335,-28.279366,8.768632,-0.225055,10.060435,0.390255
-0.005293,-0.003462,-0.015080,-2.411167,-28.407274,8.635609,-0.237026,10.077195,0.366313
-0.009554,-0.004527,-0.014015,-2.531643,-28.622391,8.585957,-0.214281,10.126276,0.435745
-0.012750,-0.004527,-0.018276,-2.802707,-28.688110,8.556259,-0.226252,10.202890,0.378284
0.006425,0.002929,0.009421,-2.973260,-28.535851,8.705280,-0.310049,10.071210,0.342371
0.010686,0.007191,0.007290,-2.943276,-28.369009,9.028927,-0.223858,9.979033,0.389058
0.000033,-0.001332,-0.011884,-2.823453,-28.302467,9.253134,-0.187945,10.116699,0.369904
-0.002097,-0.000266,-0.006558,-2.625058,-28.311844,9.296387,-0.245406,10.026917,0.379481
-0.026598,-0.004527,-0.019341,-2.309641,-28.370470,9.229808,-0.208296,10.046070,0.399832
-0.037251,-0.003462,-0.005493,-2.060160,-28.455858,9.242726,-0.272939,10.054450,0.365116
-0.055360,0.001864,-0.006558,-1.936097,-28.522278,9.350440,-0.171185,9.822212,0.404620
-0.092645,0.002929,-0.018276,-1.822259,-28.611031,9.348486,-0.217872,9.738416,0.418985
-0.144843,0.003995,-0.036385,-1.839766,-28.663181,9.116385,-0.260968,9.746795,0.464475
-0.186388,0.003995,-0.056625,-1.975921,-28.539066,8.790624,-0.234632,9.884461,0.444124
-0.203432,0.009321,-0.068343,-2.095592,-28.453867,8.546738,-0.257377,10.068815,0.399832
-0.181062,0.009321,-0.072604,-2.165540,-28.526943,8.306629,-0.299275,10.303447,0.440533
-0.143777,0.014647,-0.029994,-2.047775,-28.492435,8.074053,-0.250194,10.080787,0.658405
-0.173605,0.016778,-0.025733,-1.759746,-28.324301,7.980194,-0.264559,10.012551,0.626084
-0.185323,0.012517,-0.012950,-1.477112,-28.229555,7.941472,-0.259771,10.198102,0.776918
-0.159756,-0.001332,-0.005493,-1.282697,-28.262850,7.847670,-0.253785,10.315418,0.746991
-0.118211,-0.010919,0.008356,-1.183748,-28.365547,7.731286,-0.302867,10.245986,0.829591
-0.095841,-0.018376,-0.014015,-1.194520,-28.555294,7.597463,-0.311246,10.406398,0.684742
-0.006358,-0.019441,-0.104562,-1.270407,-28.852978,7.511496,-0.306458,11.440693,0.413000
0.322808,-0.018376,-0.210024,-1.341000,-29.138342,7.501620,-0.477643,13.037625,0.602142
0.891660,0.044475,0.027530,-1.427001,-29.394104,7.484864,-0.475249,12.574347,1.143231
1.148388,0.075367,0.212886,-1.461040,-29.552216,7.465883,-0.470461,9.780313,1.217452
0.923618,0.086020,0.106360,-1.430922,-29.435762,7.579202,-0.169988,8.164227,0.921768
0.528404,0.081759,-0.081127,-1.483379,-29.168451,7.954234,-0.305261,8.287529,0.488417
0.287655,0.079629,-0.104562,-1.689964,-28.925753,8.424559,-0.391452,9.135077,0.137667
0.155562,0.083890,-0.036385,-1.923479,-28.701414,8.872414,-0.213084,9.403227,0.005986
0.024534,0.063650,-0.029994,-1.977657,-28.558018,9.446200,-0.080206,9.427169,-0.004788
-0.072405,0.026365,-0.054495,-1.890921,-28.511366,10.129854,-0.201113,9.779117,-0.226252
-0.092645,0.003995,-0.051299,-1.872826,-28.490454,10.686105,-0.296881,10.087969,-0.317232
-0.069209,0.008256,0.013682,-1.980175,-28.530512,10.982314,-0.414197,10.011354,-0.444124
-0.092645,0.018908,0.034987,-2.111338,-28.636301,11.080848,-0.428562,9.520543,-0.407014
-0.187453,0.018908,-0.006558,-2.168523,-28.648613,10.991233,-0.428562,9.514558,-0.374693
-0.265218,0.022104,-0.018276,-2.167890,-28.385704,10.793309,-0.487220,9.722853,-0.295684
-0.309959,0.015713,-0.035320,-2.147923,-27.956285,10.569268,-0.409408,9.832987,-0.210690
-0.333394,0.013582,-0.042777,-2.069140,-27.621971,10.288517,-0.452504,10.002975,-0.106542
-0.342982,0.019974,-0.025733,-1.860052,-27.397333,10.016613,-0.471658,10.143036,0.003591
-0.322742,0.024235,-0.003362,-1.567571,-27.193705,9.830380,-0.369904,10.363302,0.135272
-0.244978,0.009321,-0.016145,-1.391821,-27.182699,9.747986,-0.361524,10.947487,0.390255
-0.079862,-0.002397,0.028596,-1.214239,-27.401836,9.761943,-0.322020,11.110293,0.423774
0.073537,-0.009854,0.074402,-0.862309,-27.481636,9.729918,-0.244209,10.692505,0.487220
0.144909,-0.016245,0.065880,-0.585858,-27.390009,9.489265,-0.269348,10.280702,0.571017
0.147040,-0.010919,0.047770,-0.533799,-27.442497,9.152076,-0.307655,10.004171,0.590171
0.123604,-0.001332,0.037118,-0.703138,-27.538578,8.939456,-0.287304,9.870096,0.559046
0.084189,0.000799,0.015813,-1.018925,-27.458302,8.872958,-0.260968,9.828198,0.499191
0.040513,-0.008788,-0.022537,-1.253062,-27.339382,8.933950,-0.251391,9.980229,0.399832
0.025600,-0.011984,-0.036385,-1.342469,-27.284937,9.117989,-0.257377,10.146626,0.281319
0.027730,-0.004527,-0.019341,-1.389594,-27.123596,9.324361,-0.397437,10.109517,0.211887
0.030926,0.003995,-0.012950,-1.422044,-26.824369,9.649012,-0.389058,10.123882,0.117316
0.036252,0.010386,-0.014015,-1.381674,-26.681837,10.099499,-0.348356,10.029311,0.107739
0.035187,0.010386,-0.017211,-1.314519,-26.775972,10.431828,-0.341174,10.002975,0.082600
0.027730,0.005060,-0.015080,-1.455715,-26.905119,10.523169,-0.289698,9.980229,0.123301
0.010686,-0.001332,-0.010819,-1.742697,-27.025419,10.407100,-0.349553,10.032902,0.142455
0.005360,-0.006658,0.004095,-1.834647,-27.206758,10.259489,-0.357933,10.092757,0.136469
0.003229,-0.011984,0.006225,-1.741016,-27.470432,10.185422,-0.361524,10.055647,0.136469
0.001099,-0.017311,0.006225,-1.517903,-27.736076,10.235373,-0.323217,10.048465,0.158017
-0.009554,-0.022637,0.007290,-1.128654,-27.846151,10.379205,-0.344765,9.985018,0.213084
-0.022337,-0.023702,0.011551,-0.766807,-27.830441,10.450322,-0.344765,10.055647,0.215478
-0.025533,-0.019441,0.021139,-0.623297,-27.891388,10.502325,-0.384269,10.070012,0.231040
