gyrX,gyrY,gyrZ,magX,magY,magZ,accX,accY,accZ
0.056459,-1.295362,0.459129,-2.420766,-37.576233,33.321842,-0.118513,9.806650,-2.121263
0.040480,-1.170726,0.412257,-2.601643,-37.416214,33.522659,-0.682347,9.685743,-2.403779
0.030893,-0.947020,0.319579,-2.672502,-37.229244,33.811131,-1.308431,9.497798,-2.726996
0.010653,-0.615723,0.154463,-2.588247,-36.976585,34.128506,-1.993173,9.255983,-3.129222
-0.002131,-0.184291,-0.044741,-2.415823,-36.697292,34.396275,-2.403779,9.313444,-3.344700
-0.011718,0.270577,-0.242880,-2.250852,-36.542545,34.630360,-2.176329,9.208099,-3.254917
-0.039415,0.665790,-0.426106,-2.152173,-36.538197,34.976463,-1.776498,9.284714,-2.944868
-0.058590,0.959803,-0.591222,-2.104263,-36.601284,35.498955,-1.183933,9.464279,-2.642002
-0.079895,1.154747,-0.692422,-2.005962,-36.784061,35.883404,-0.386664,9.819818,-2.341529
-0.068177,1.201618,-0.667921,-1.791494,-37.196095,35.917736,0.417788,10.144233,-1.810017
-0.067112,1.096157,-0.612527,-1.624109,-37.653107,35.748554,0.928950,10.037690,-1.550246
-0.101200,0.919323,-0.570982,-1.585685,-37.936390,35.456066,1.285686,9.946711,-1.528698
-0.129962,0.723315,-0.476173,-1.575991,-38.149258,34.925079,1.200692,10.187328,-1.634043
-0.113983,0.512392,-0.312122,-1.510152,-38.320530,34.280518,1.394622,10.371682,-1.602918
-0.093743,0.266316,-0.159790,-1.279556,-38.268833,33.869221,1.295263,10.265140,-1.612495
-0.072438,0.037284,-0.041545,-0.895668,-38.057461,33.707424,0.986411,10.265140,-1.764527
-0.045806,-0.128897,0.051133,-0.485111,-37.960133,33.562660,0.514753,9.999383,-1.902193
-0.041545,-0.220510,0.093743,-0.186548,-38.045345,33.277519,0.160412,9.962274,-2.041057
-0.039415,-0.250337,0.118244,-0.058168,-38.269218,32.969215,-0.113725,9.885659,-2.042254
-0.043676,-0.242880,0.112918,0.112539,-38.532932,32.816540,-0.281319,9.824607,-2.094927
-0.049002,-0.215183,0.091613,0.284671,-38.733002,32.723793,-0.311246,9.824607,-2.084153
-0.045806,-0.174703,0.070307,0.230821,-38.848835,32.587765,-0.313640,9.799467,-2.128445
-0.041545,-0.128897,0.056459,0.109499,-38.946449,32.531555,-0.355539,9.891644,-2.142811
-0.043676,-0.077764,0.042611,0.024510,-39.090267,32.673061,-0.404620,9.852140,-2.160767
-0.044741,-0.023436,0.020240,-0.085688,-39.212833,32.851292,-0.362722,9.902418,-2.221819
-0.038350,0.022371,0.007457,-0.260344,-39.256447,32.863312,-0.287304,9.867702,-2.139219
-0.040480,0.053263,-0.002131,-0.505440,-39.268566,32.719337,-0.201113,9.818622,-2.072181
-0.054328,0.082025,-0.004261,-0.691120,-39.263245,32.573906,-0.204704,9.774328,-2.050634
-0.037284,0.099070,-0.064981,-0.752281,-39.220955,32.471416,-0.184354,10.509348,-2.396596
0.174703,0.100135,-0.196009,-0.727375,-39.232075,32.306492,-0.270545,11.592725,-2.694674
0.586961,0.127832,-0.150202,-0.696616,-39.257698,32.190517,-0.201113,12.024879,-2.437297
0.940628,0.124636,-0.091613,-0.683735,-39.172924,32.193474,0.070629,11.365275,-2.184709
1.171791,0.091613,-0.124636,-0.577124,-39.031067,32.216549,0.035913,11.155783,-2.227805
1.411475,0.071373,-0.086286,-0.402545,-38.918255,32.404137,-0.019154,10.603919,-2.118869
1.478587,0.092678,0.043676,-0.230605,-38.775017,32.899746,-0.001197,8.889671,-1.892616
1.121723,0.144876,0.202400,-0.153401,-38.516121,33.681904,-0.108936,6.754043,-1.555034
0.356864,0.196009,0.343015,-0.255687,-38.206028,34.684872,0.049081,5.115212,-1.841141
-0.704140,0.144876,0.123571,-0.318439,-37.924873,35.724979,0.579397,4.526238,-2.742558
-1.444499,0.064981,-0.203466,-0.214509,-37.664551,36.570263,0.135272,7.769185,-3.518279
-1.545699,0.059655,-0.095874,-0.125044,-37.376530,36.956326,-0.199916,10.131064,-3.620033
-1.384844,0.073503,0.083091,-0.073257,-37.088486,36.874916,0.032322,9.911995,-3.612850
-1.294296,0.041545,0.027697,0.027026,-37.022202,36.565918,0.011971,9.933543,-3.301604
-1.160073,0.029827,0.015979,0.085703,-37.364418,35.990685,-0.144849,10.386047,-2.938883
-0.970456,0.034088,-0.020240,0.007193,-37.904457,35.034779,0.038307,11.174936,-2.846706
-0.564590,-0.051133,-0.357929,-0.137473,-38.397144,33.892052,0.152032,13.368025,-3.144784
0.364320,-0.083091,-0.321710,-0.359323,-38.763229,32.811455,-0.277727,15.354015,-2.136825
1.356082,-0.017044,0.138484,-0.778785,-38.871056,31.925369,0.029928,13.614628,-0.942118
1.663943,-0.027697,0.198139,-1.175243,-38.779472,31.280310,0.417788,10.751163,-0.278924
